ID,FirstName,LastName,DKName,FDName
1504,Jay,Hebert,Jay Hebert,Jay Hebert
1505,Lionel,Hebert,Lionel Hebert,Lionel Hebert
1506,Bobby,Heins,Bobby Heins,Bobby Heins
1507,Webb,Heintzelman,Webb Heintzelman,Webb Heintzelman
1508,Randy,Helton,Randy Helton,Randy Helton
1509,Harland,Hendricks,Harland Hendricks,Harland Hendricks
1510,Nolan,Henke,Nolan Henke,Nolan Henke
1511,Harold,Henning,Harold Henning,Harold Henning
1512,Bunky,Henry,Bunky Henry,Bunky Henry
1513,Denny,Hepler,Denny Hepler,Denny Hepler
1514,Eduardo,Herrera,Eduardo Herrera,Eduardo Herrera
1515,Glenn,Hershberger,Glenn Hershberger,Glenn Hershberger
1516,Jeff,Hewes,Jeff Hewes,Jeff Hewes
1517,Satoshi,Higashi,Satoshi Higashi,Satoshi Higashi
1518,Doug,"Higgins, Jr","Doug Higgins, Jr","Doug Higgins, Jr"
1519,Dave,Hill,Dave Hill,Dave Hill
1520,Mike,Hill,Mike Hill,Mike Hill
1521,Joey,Hines,Joey Hines,Joey Hines
1522,Lon,Hinkle,Lon Hinkle,Lon Hinkle
1523,Scott,Hinkley,Scott Hinkley,Scott Hinkley
1524,Larry,Hinson,Larry Hinson,Larry Hinson
1525,Babe,Hiskey,Babe Hiskey,Babe Hiskey
1526,David,Hobby,David Hobby,David Hobby
1527,Scott,Hoch,Scott Hoch,Scott Hoch
1529,Mike,Holland,Mike Holland,Mike Holland
1530,Jim,Holt,Jim Holt,Jim Holt
1531,Fred,Holton,Fred Holton,Fred Holton
1532,Garry,Hopkins,Garry Hopkins,Garry Hopkins
1533,P.H.,Horgan III,P.H. Horgan III,P.H. Horgan III
1534,John,Horne,John Horne,John Horne
1535,Jay,Horton,Jay Horton,Jay Horton
1536,Mike,Horton,Mike Horton,Mike Horton
1537,Kyle,Howard,Kyle Howard,Kyle Howard
1538,Steve,Howe,Steve Howe,Steve Howe
1539,Dick,Howell,Dick Howell,Dick Howell
1540,Robert,Hoyt,Robert Hoyt,Robert Hoyt
1541,Scott,Hoyt,Scott Hoyt,Scott Hoyt
1542,Min-Nan,Hsieh,Min-Nan Hsieh,Min-Nan Hsieh
1543,Yu-Shu,Hsieh,Yu-Shu Hsieh,Yu-Shu Hsieh
1544,Joe,Huber,Joe Huber,Joe Huber
1545,Warren,Huddleston,Warren Huddleston,Warren Huddleston
1546,Kenny,Huff,Kenny Huff,Kenny Huff
1547,Reed,Hughes,Reed Hughes,Reed Hughes
1548,John,Hulbert,John Hulbert,John Hulbert
1549,Mike,Hulbert,Mike Hulbert,Mike Hulbert
1550,Ed,Humenik,Ed Humenik,Ed Humenik
1551,David,Hunter,David Hunter,David Hunter
1552,Mike,Hurley,Mike Hurley,Mike Hurley
1553,John,Huston,John Huston,John Huston
1554,Brian,Hutton,Brian Hutton,Brian Hutton
1555,Stu,Ingraham,Stu Ingraham,Stu Ingraham
1556,Joe,Inman,Joe Inman,Joe Inman
1557,John,Inman,John Inman,John Inman
1558,Tom,Inskeep,Tom Inskeep,Tom Inskeep
1559,Hale,Irwin,Hale Irwin,Hale Irwin
1560,David,Ishii,David Ishii,David Ishii
1561,Bill,Israelson,Bill Israelson,Bill Israelson
1562,Don,Iverson,Don Iverson,Don Iverson
1563,Pete,Izumigawa,Pete Izumigawa,Pete Izumigawa
1564,David,Jackson,David Jackson,David Jackson
1565,Eddie,Jackson,Eddie Jackson,Eddie Jackson
1566,Jeff,Jackson,Jeff Jackson,Jeff Jackson
1567,John,Jackson,John Jackson,John Jackson
1569,Peter,Jacobsen,Peter Jacobsen,Peter Jacobsen
1570,Tommy,Jacobs,Tommy Jacobs,Tommy Jacobs
1571,Barry,Jaeckel,Barry Jaeckel,Barry Jaeckel
1572,Mark,James,Mark James,Mark James
1573,Jim,Jamieson,Jim Jamieson,Jim Jamieson
1574,Don,Janes,Don Janes,Don Janes
1575,Lynn,Janson,Lynn Janson,Lynn Janson
1576,Don,January,Don January,Don January
1577,Lee,Janzen,Lee Janzen,Lee Janzen
1578,Tom,Jenkins,Tom Jenkins,Tom Jenkins
1579,Tom,Jennette,Tom Jennette,Tom Jennette
1580,Sam,Jepsen,Sam Jepsen,Sam Jepsen
1581,Mike,Jick,Mike Jick,Mike Jick
1582,Chip,Johnson,Chip Johnson,Chip Johnson
1583,Chuck,Johnson,Chuck Johnson,Chuck Johnson
1584,Doug,Johnson,Doug Johnson,Doug Johnson
1585,Drue,Johnson,Drue Johnson,Drue Johnson
1586,George,Johnson,George Johnson,George Johnson
1587,Gordon,Johnson,Gordon Johnson,Gordon Johnson
1588,Howie,Johnson,Howie Johnson,Howie Johnson
1589,Jeff,Johnson,Jeff Johnson,Jeff Johnson
1590,Al,Johnston,Al Johnston,Al Johnston
1591,Bill,Johnston,Bill Johnston,Bill Johnston
1592,Tony,Johnstone,Tony Johnstone,Tony Johnstone
1593,Philip,Jonas,Philip Jonas,Philip Jonas
1594,Brian,Jones,Brian Jones,Brian Jones
1595,Clarence,Jones,Clarence Jones,Clarence Jones
1596,Gordon,Jones,Gordon Jones,Gordon Jones
1597,Grier,Jones,Grier Jones,Grier Jones
1598,Leonard,Jones,Leonard Jones,Leonard Jones
1599,Steve,Jones,Steve Jones,Steve Jones
1600,Tom,Jones,Tom Jones,Tom Jones
1601,Conway,Jordan,Conway Jordan,Conway Jordan
1602,Mark,Jordan,Mark Jordan,Mark Jordan
1603,Jeff,Julian,Jeff Julian,Jeff Julian
1604,Steve,Jurgensen,Steve Jurgensen,Steve Jurgensen
1605,Mike,Kallam,Mike Kallam,Mike Kallam
1606,Don,Kalode,Don Kalode,Don Kalode
1607,Brian,Kamm,Brian Kamm,Brian Kamm
1608,Seiichi,Kanai,Seiichi Kanai,Seiichi Kanai
1609,Jim,Kane,Jim Kane,Jim Kane
1610,Yoshinori,Kaneko,Yoshinori Kaneko,Yoshinori Kaneko
1611,Richie,Karl,Richie Karl,Richie Karl
1612,Adam,Kase,Adam Kase,Adam Kase
1613,Andy,Kaskel,Andy Kaskel,Andy Kaskel
1614,Jack,Kay Jr.,Jack Kay Jr.,Jack Kay Jr.
1615,John,Keller,John Keller,John Keller
1616,Mike,Keller,Mike Keller,Mike Keller
1617,Al,Kelley,Al Kelley,Al Kelley
1618,Ken,Kelley,Ken Kelley,Ken Kelley
1619,Skip,Kendall,Skip Kendall,Skip Kendall
1620,Terry,Kendrick,Terry Kendrick,Terry Kendrick
1621,Roger,Kennedy,Roger Kennedy,Roger Kennedy
1622,Jeff,Kern,Jeff Kern,Jeff Kern
1623,Pete,Kern,Pete Kern,Pete Kern
1624,Darrell,Kestner,Darrell Kestner,Darrell Kestner
1625,Jim,Kiely,Jim Kiely,Jim Kiely
1626,Karl,Kimball,Karl Kimball,Karl Kimball
1627,Craig,King,Craig King,Craig King
1628,Jim,King,Jim King,Jim King
1629,Eddie,Kirby,Eddie Kirby,Eddie Kirby
1630,Joe,Kirkwood,Joe Kirkwood,Joe Kirkwood
1631,Jim,Kish,Jim Kish,Jim Kish
1632,Chris,Kite,Chris Kite,Chris Kite
1633,Tom,Kite,Tom Kite,Tom Kite
1634,Bob,Klein,Bob Klein,Bob Klein
1635,Mike,Klein,Mike Klein,Mike Klein
1636,Matt,Kliner,Matt Kliner,Matt Kliner
1637,Kent,Kluba,Kent Kluba,Kent Kluba
1638,Darrell,Knight,Darrell Knight,Darrell Knight
1639,Kenny,Knox,Kenny Knox,Kenny Knox
1640,George,Knudson,George Knudson,George Knudson
1641,Gary,Koch,Gary Koch,Gary Koch
1642,Walter,Koch,Walter Koch,Walter Koch
1643,Robin,Kohberger,Robin Kohberger,Robin Kohberger
1644,Harold,Kolb,Harold Kolb,Harold Kolb
1645,Wendell,Kop,Wendell Kop,Wendell Kop
1646,Clay,Koschel,Clay Koschel,Clay Koschel
1647,Peter,Kostis,Peter Kostis,Peter Kostis
1648,Billy,Kratzert,Billy Kratzert,Billy Kratzert
1649,Brent,Krause,Brent Krause,Brent Krause
1650,Mark,Krause,Mark Krause,Mark Krause
1651,Kurt,Kretchman,Kurt Kretchman,Kurt Kretchman
1652,Roger,Kreuter,Roger Kreuter,Roger Kreuter
1653,Ted,Kroll,Ted Kroll,Ted Kroll
1654,Gary,Krueger,Gary Krueger,Gary Krueger
1655,Larry,Krupp,Larry Krupp,Larry Krupp
1656,Wally,Kuchar,Wally Kuchar,Wally Kuchar
1657,Keith,Kulzer,Keith Kulzer,Keith Kulzer
1658,Masanobu,Kumura,Masanobu Kumura,Masanobu Kumura
1659,Massy,Kuramoto,Massy Kuramoto,Massy Kuramoto
1660,Mike,La Bauve,Mike La Bauve,Mike La Bauve
1661,Blair,Lacy,Blair Lacy,Blair Lacy
1662,Greg,Ladehoff,Greg Ladehoff,Greg Ladehoff
1663,David,Lamb,David Lamb,David Lamb
1664,Tom,Lamore,Tom Lamore,Tom Lamore
1665,Ralph,Landrum,Ralph Landrum,Ralph Landrum
1666,Bernhard,Langer,Bernhard Langer,Bernhard Langer
1667,Jim,Langley,Jim Langley,Jim Langley
1668,Jeffrey,Lankford,Jeffrey Lankford,Jeffrey Lankford
1669,George,Lanning,George Lanning,George Lanning
1670,Jack,Larkin,Jack Larkin,Jack Larkin
1671,Chuck,Lasher,Chuck Lasher,Chuck Lasher
1672,Mike,Lawrence,Mike Lawrence,Mike Lawrence
1673,Bob,Leaver,Bob Leaver,Bob Leaver
1674,David,Lee,David Lee,David Lee
1675,Rick,Lee,Rick Lee,Rick Lee
1676,Ted,Lehmann,Ted Lehmann,Ted Lehmann
1677,Tom,Lehman,Tom Lehman,Tom Lehman
1678,Bob,Lendzion,Bob Lendzion,Bob Lendzion
1679,Stan,Leonard,Stan Leonard,Stan Leonard
1680,Chris,Lesak,Chris Lesak,Chris Lesak
1681,Gavan,Levenson,Gavan Levenson,Gavan Levenson
1682,Wayne,Levi,Wayne Levi,Wayne Levi
1683,Don,Levin,Don Levin,Don Levin
1684,Rick,Lewallen,Rick Lewallen,Rick Lewallen
1685,J.L.,Lewis,J.L. Lewis,J.L. Lewis
1686,Jack,Lewis,Jack Lewis,Jack Lewis
1687,Jeff,Lewis,Jeff Lewis,Jeff Lewis
1688,K.C.,Liao,K.C. Liao,K.C. Liao
1689,Steven,Liebler,Steven Liebler,Steven Liebler
1690,Bruce,Lietzke,Bruce Lietzke,Bruce Lietzke
1691,Britt,Lindsey,Britt Lindsey,Britt Lindsey
1692,Pat,Lindsey,Pat Lindsey,Pat Lindsey
1693,Vic,Lipscomb,Vic Lipscomb,Vic Lipscomb
1694,John,Lister,John Lister,John Lister
1695,Gene,Littler,Gene Littler,Gene Littler
1696,Alex,Lively,Alex Lively,Alex Lively
1697,John,Lively,John Lively,John Lively
1698,David,Llewellyn,David Llewellyn,David Llewellyn
1699,Gary,Lockie,Gary Lockie,Gary Lockie
1700,Bill,Loeffler,Bill Loeffler,Bill Loeffler
1701,Bob,Lohr,Bob Lohr,Bob Lohr
1702,John,Long,John Long,John Long
1703,Lyn,Lott,Lyn Lott,Lyn Lott
1704,Dick,Lotz,Dick Lotz,Dick Lotz
1705,Tim,Loustalot,Tim Loustalot,Tim Loustalot
1706,Davis,Love III,Davis Love,Davis Love
1707,Steve,Lowery,Steve Lowery,Steve Lowery
1708,Lauren,Loyd,Lauren Loyd,Lauren Loyd
1709,Chien Soon,Lu,Chien Soon Lu,Chien Soon Lu
1710,Ed,Luethke,Ed Luethke,Ed Luethke
1711,Wren,Lum,Wren Lum,Wren Lum
1712,Jay,Lumpkin,Jay Lumpkin,Jay Lumpkin
1713,David,Lundstrom,David Lundstrom,David Lundstrom
1714,Bob,Lunn,Bob Lunn,Bob Lunn
1715,Mark,Lye,Mark Lye,Mark Lye
1716,Keith,Lyford,Keith Lyford,Keith Lyford
1717,Sandy,Lyle,Sandy Lyle,Sandy Lyle
1718,George,MacDonald,George MacDonald,George MacDonald
1719,Roger,MacKay,Roger MacKay,Roger MacKay
1720,Eddie,Madden,Eddie Madden,Eddie Madden
1721,Baker,Maddera,Baker Maddera,Baker Maddera
1722,Shinsaku,Maeda,Shinsaku Maeda,Shinsaku Maeda
1723,Andrew,Magee,Andrew Magee,Andrew Magee
1724,Jeff,Maggert,Jeff Maggert,Jeff Maggert
1725,John,Mahaffey,John Mahaffey,John Mahaffey
1726,Rich,Mahar,Rich Mahar,Rich Mahar
1727,Scott,Mahlberg,Scott Mahlberg,Scott Mahlberg
1728,Mac,Main,Mac Main,Mac Main
1729,Bill,Majure,Bill Majure,Bill Majure
1730,Kalua,Makalena,Kalua Makalena,Kalua Makalena
1731,Hiroshi,Makino,Hiroshi Makino,Hiroshi Makino
1732,Bob,Makoski,Bob Makoski,Bob Makoski
1733,Mike,Malaska,Mike Malaska,Mike Malaska
1734,Mike,Malone,Mike Malone,Mike Malone
1735,Hicks,Malonson,Hicks Malonson,Hicks Malonson
1736,Roger,Maltbie,Roger Maltbie,Roger Maltbie
1737,Mark,Maness,Mark Maness,Mark Maness
1738,Bob,Mann,Bob Mann,Bob Mann
1739,Nick,Manolios,Nick Manolios,Nick Manolios
1740,Randy,Maris,Randy Maris,Randy Maris
1741,John,Markley,John Markley,John Markley
1742,Gary,Marlowe,Gary Marlowe,Gary Marlowe
1743,Dave,Marr,Dave Marr,Dave Marr
1744,Graham,Marsh,Graham Marsh,Graham Marsh
1745,Jeff,Marsh,Jeff Marsh,Jeff Marsh
1746,Fred,Marti,Fred Marti,Fred Marti
1747,Bruce,Martins,Bruce Martins,Bruce Martins
1748,Doug,Martin,Doug Martin,Doug Martin
1749,Gary,Martin,Gary Martin,Gary Martin
1750,Miguel Angel,Martin,Miguel Angel Martin,Miguel Angel Martin
1751,Richard,Martinez,Richard Martinez,Richard Martinez
1752,Don,Massengale,Don Massengale,Don Massengale
1753,Rik,Massengale,Rik Massengale,Rik Massengale
1754,Jim,Masserio,Jim Masserio,Jim Masserio
1755,Dick,Mast,Dick Mast,Dick Mast
1756,Hiroshi,Matsuo,Hiroshi Matsuo,Hiroshi Matsuo
1757,David,Matthews,David Matthews,David Matthews
1758,Gene,Matthews,Gene Matthews,Gene Matthews
1759,Pete,Matthews,Pete Matthews,Pete Matthews
1760,Ken,Mattiace,Ken Mattiace,Ken Mattiace
1761,Len,Mattiace,Len Mattiace,Len Mattiace
1762,Terry,Mauney,Terry Mauney,Terry Mauney
1763,Billy,Maxwell,Billy Maxwell,Billy Maxwell
1764,Gene,May,Gene May,Gene May
1765,Dick,Mayer,Dick Mayer,Dick Mayer
1766,Billy,Mayfair,Billy Mayfair,Billy Mayfair
1767,Danny,Mays,Danny Mays,Danny Mays
1768,John,Mazza,John Mazza,John Mazza
1769,Rives,McBee,Rives McBee,Rives McBee
1770,Gary,McBride,Gary McBride,Gary McBride
1771,Blaine,McCallister,Blaine McCallister,Blaine McCallister
1772,Bob,McCallister,Bob McCallister,Bob McCallister
1773,Ronnie,McCann,Ronnie McCann,Ronnie McCann
1774,Dick,McClean,Dick McClean,Dick McClean
1775,Craig,McClellan,Craig McClellan,Craig McClellan
1776,John,McCloskey,John McCloskey,John McCloskey
1777,John,McComish,John McComish,John McComish
1778,Jack,McConachie,Jack McConachie,Jack McConachie
1779,Gary,McCord,Gary McCord,Gary McCord
1780,Tom,McCrary,Tom McCrary,Tom McCrary
1781,David,McCullough,David McCullough,David McCullough
1782,Mike,McCullough,Mike McCullough,Mike McCullough
1783,Mark,McCumber,Mark McCumber,Mark McCumber
1784,Bob,McDonnell,Bob McDonnell,Bob McDonnell
1785,Shawn,McEntee,Shawn McEntee,Shawn McEntee
1786,Jerry,McGee,Jerry McGee,Jerry McGee
1787,Mike,McGee,Mike McGee,Mike McGee
1788,Mike,McGinnis,Mike McGinnis,Mike McGinnis
1789,Tom,McGinnis,Tom McGinnis,Tom McGinnis
1790,Pat,McGowan,Pat McGowan,Pat McGowan
1791,Tom,McKnight,Tom McKnight,Tom McKnight
1792,Jim,McLean,Jim McLean,Jim McLean
1793,Mac,McLendon,Mac McLendon,Mac McLendon
1794,John,McNeely,John McNeely,John McNeely
1795,Artie,McNickle,Artie McNickle,Artie McNickle
1796,Mark,McNulty,Mark McNulty,Mark McNulty
1797,Rocco,Mediate,Rocco Mediate,Rocco Mediate
1798,Eric,Meeks,Eric Meeks,Eric Meeks
1799,Steve,Melnyk,Steve Melnyk,Steve Melnyk
1800,Allen,Menne,Allen Menne,Allen Menne
1801,Bob,Menne,Bob Menne,Bob Menne
1802,Bill,Merrit,Bill Merrit,Bill Merrit
1803,Hajime,Meshiai,Hajime Meshiai,Hajime Meshiai
1804,Rick,Meskell,Rick Meskell,Rick Meskell
1805,Craig,Metz,Craig Metz,Craig Metz
1806,Dennis,Meyer,Dennis Meyer,Dennis Meyer
1807,Robert,Meyer,Robert Meyer,Robert Meyer
1808,Lars,Meyerson,Lars Meyerson,Lars Meyerson
1809,Bob,Michael,Bob Michael,Bob Michael
1810,Phil,Mickelson,Phil Mickelson,Phil Mickelson
1811,Cary,Middlecoff,Cary Middlecoff,Cary Middlecoff
1812,Danny,Mijovic,Danny Mijovic,Danny Mijovic
1813,Mike,Miles,Mike Miles,Mike Miles
1814,Allen,Miller,Allen Miller,Allen Miller
1815,Johnny,Miller,Johnny Miller,Johnny Miller
1816,Larry,Miller,Larry Miller,Larry Miller
1817,Lindy,Miller,Lindy Miller,Lindy Miller
1818,Ted,Mills,Ted Mills,Ted Mills
1819,Marc,Minier,Marc Minier,Marc Minier
1820,Bobby,Mitchell,Bobby Mitchell,Bobby Mitchell
1821,Jeff,Mitchell,Jeff Mitchell,Jeff Mitchell
1822,Clark,Miyazaki,Clark Miyazaki,Clark Miyazaki
1823,Larry,Mize,Larry Mize,Larry Mize
1824,Yoshinori,Mizumaki,Yoshinori Mizumaki,Yoshinori Mizumaki
1825,Kris,Moe,Kris Moe,Kris Moe
1826,Brian,Mogg,Brian Mogg,Brian Mogg
1827,Billy,Molloy,Billy Molloy,Billy Molloy
1828,Bob,Molt,Bob Molt,Bob Molt
1829,Monte,Money,Monte Money,Monte Money
1830,Lloyd,Monroe,Lloyd Monroe,Lloyd Monroe
1831,Chris,Moody,Chris Moody,Chris Moody
1832,Griff,Moody,Griff Moody,Griff Moody
1833,Orville,Moody,Orville Moody,Orville Moody
1834,Ossie,Moore,Ossie Moore,Ossie Moore
1835,Tommy,Moore,Tommy Moore,Tommy Moore
1836,Bob,Moreland,Bob Moreland,Bob Moreland
1837,Gil,Morgan,Gil Morgan,Gil Morgan
1838,Mike,Morley,Mike Morley,Mike Morley
1839,Kevin,Morris,Kevin Morris,Kevin Morris
1840,Rodney,Morrow,Rodney Morrow,Rodney Morrow
1841,Al,Morton,Al Morton,Al Morton
1842,Rick,Morton,Rick Morton,Rick Morton
1843,Kelley,Moser,Kelley Moser,Kelley Moser
1844,Mark,Mouland,Mark Mouland,Mark Mouland
1845,Larry,Mowry,Larry Mowry,Larry Mowry
1846,Jodie,Mudd,Jodie Mudd,Jodie Mudd
1847,Jim,Muething,Jim Muething,Jim Muething
1848,Chris,Mullane,Chris Mullane,Chris Mullane
1849,Bill,Murchison,Bill Murchison,Bill Murchison
1850,Al,Murdock,Al Murdock,Al Murdock
1851,Bob,Murphy,Bob Murphy,Bob Murphy
1852,Dick,Murphy,Dick Murphy,Dick Murphy
1853,Brent,Murray,Brent Murray,Brent Murray
1854,Kelly,Murray,Kelly Murray,Kelly Murray
1855,Steve,Myers,Steve Myers,Steve Myers
1856,Wayne,Myers,Wayne Myers,Wayne Myers
1857,Eddie,Myerson,Eddie Myerson,Eddie Myerson
1858,Tommy,Nakajima,Tommy Nakajima,Tommy Nakajima
1859,Toru,Nakamura,Toru Nakamura,Toru Nakamura
1860,Tracy,Nakazaki,Tracy Nakazaki,Tracy Nakazaki
1861,Jim,Nelford,Jim Nelford,Jim Nelford
1862,Mike,Nelms,Mike Nelms,Mike Nelms
1864,Larry,Nelson,Larry Nelson,Larry Nelson
1865,Dwight,Nevil,Dwight Nevil,Dwight Nevil
1866,Jack,Newton,Jack Newton,Jack Newton
1867,Bobby,Nichols,Bobby Nichols,Bobby Nichols
1868,John,Nichols,John Nichols,John Nichols
1869,Jack,Nicklaus,Jack Nicklaus,Jack Nicklaus
1870,Jack,Nicklaus II,Jack Nicklaus II,Jack Nicklaus II
1871,Mike,Nicolette,Mike Nicolette,Mike Nicolette
1872,Lonnie,Nielsen,Lonnie Nielsen,Lonnie Nielsen
1873,Tom,Nieporte,Tom Nieporte,Tom Nieporte
1874,Michael,Nixon,Michael Nixon,Michael Nixon
1875,Ted,Norby,Ted Norby,Ted Norby
1876,Greg,Norman,Greg Norman,Greg Norman
1877,Tim,Norris,Tim Norris,Tim Norris
1878,Andy,North,Andy North,Andy North
1879,Randy,Norvelle,Randy Norvelle,Randy Norvelle
1880,Rod,Nuckolls,Rod Nuckolls,Rod Nuckolls
1881,Seiichi,Numazawa,Seiichi Numazawa,Seiichi Numazawa
1882,Mike,O'Briant,Mike O'Briant,Mike O'Briant
1883,Christy,O'Connor,Christy O'Connor,Christy O'Connor
1884,Mac,O'Grady,Mac O'Grady,Mac O'Grady
1885,David,O'Kelly,David O'Kelly,David O'Kelly
1886,Peter,O'Malley,Peter O'Malley,Peter O'Malley
1887,Mark,O'Meara,Mark O'Meara,Mark O'Meara
1888,Regan,O'Rourke,Regan O'Rourke,Regan O'Rourke
1889,Ted,O'Rourke,Ted O'Rourke,Ted O'Rourke
1890,Brett,Ogle,Brett Ogle,Brett Ogle
1891,David,Ogrin,David Ogrin,David Ogrin
1892,Aki,Ohmachi,Aki Ohmachi,Aki Ohmachi
1894,Ed,Oldfield Jr,Ed Oldfield Jr,Ed Oldfield Jr
1895,Sale,Omohundro,Sale Omohundro,Sale Omohundro
1896,Mitsuo,Ono,Mitsuo Ono,Mitsuo Ono
1897,Peter,Oosterhuis,Peter Oosterhuis,Peter Oosterhuis
1898,Larry,Ordonio,Larry Ordonio,Larry Ordonio
1899,Jeff,Osberg,Jeff Osberg,Jeff Osberg
1900,Greg,Overton,Greg Overton,Greg Overton
1901,Jay,Overton,Jay Overton,Jay Overton
1902,Charles,Owens,Charles Owens,Charles Owens
1903,David,Owens,David Owens,David Owens
1905,Joe,Ozaki,Joe Ozaki,Joe Ozaki
1906,Masashi Jumbo,Ozaki,Masashi Jumbo Ozaki,Masashi Jumbo Ozaki
1907,Don,Padgett,Don Padgett,Don Padgett
1908,John,Paesani,John Paesani,John Paesani
1909,John,Pallott,John Pallott,John Pallott
1910,Arnold,Palmer,Arnold Palmer,Arnold Palmer
1911,Don,Palmer,Don Palmer,Don Palmer
1912,Johnny,Palmer,Johnny Palmer,Johnny Palmer
1913,Bob,Panasik,Bob Panasik,Bob Panasik
1914,Bobby,Pancratz,Bobby Pancratz,Bobby Pancratz
1915,Paul,Parajeckas,Paul Parajeckas,Paul Parajeckas
1916,Greg,Parker,Greg Parker,Greg Parker
1917,Roger,Parker,Roger Parker,Roger Parker
1918,Steve,Parker,Steve Parker,Steve Parker
1919,Philip,Parkin,Philip Parkin,Philip Parkin
1920,Craig,Parry,Craig Parry,Craig Parry
1921,Jim,Paschal,Jim Paschal,Jim Paschal
1922,Benny,Passons,Benny Passons,Benny Passons
1923,David,Patchin,David Patchin,David Patchin
1924,Alan,Pate,Alan Pate,Alan Pate
1925,Jerry,Pate,Jerry Pate,Jerry Pate
1926,Steve,Pate,Steve Pate,Steve Pate
1927,Dennis,Paulson,Dennis Paulson,Dennis Paulson
1928,Corey,Pavin,Corey Pavin,Corey Pavin
1929,Bob,Payne,Bob Payne,Bob Payne
1930,Eddie,Pearce,Eddie Pearce,Eddie Pearce
1931,Rick,Pearson,Rick Pearson,Rick Pearson
1932,Mike,Peck,Mike Peck,Mike Peck
1933,Chris,Peddicord,Chris Peddicord,Chris Peddicord
1934,Dave,Peege,Dave Peege,Dave Peege
1935,Calvin,Peete,Calvin Peete,Calvin Peete
1936,Ron,Pelton,Ron Pelton,Ron Pelton
1937,Buddy,Peoples,Buddy Peoples,Buddy Peoples
1938,David,Peoples,David Peoples,David Peoples
1939,Dave,Peot,Dave Peot,Dave Peot
1940,Ernesto,Perez-Acosta,Ernesto Perez-Acosta,Ernesto Perez-Acosta
1941,Tom,Pernice Jr.,Tom Pernice Jr.,Tom Pernice Jr.
1942,Mike,Perpich,Mike Perpich,Mike Perpich
1943,Chris,Perry,Chris Perry,Chris Perry
1944,Harold,Perry,Harold Perry,Harold Perry
1945,Kenny,Perry,Kenny Perry,Kenny Perry
1946,Peter,Persons,Peter Persons,Peter Persons
1947,Jim,Petralia,Jim Petralia,Jim Petralia
1948,Tim,Petrovic,Tim Petrovic,Tim Petrovic
1949,Mark,Pfeil,Mark Pfeil,Mark Pfeil
1950,Ed,Pfister,Ed Pfister,Ed Pfister
1951,Jim,Phenicie,Jim Phenicie,Jim Phenicie
1952,Billy,Pierot,Billy Pierot,Billy Pierot
1953,Manuel,Piñero,Manuel Piñero,Manuel Piñero
1954,Gary,Pinns,Gary Pinns,Gary Pinns
1955,Gary,Player,Gary Player,Gary Player
1956,Wayne,Player,Wayne Player,Wayne Player
1957,Carl,Poche,Carl Poche,Carl Poche
1958,Dan,Pohl,Dan Pohl,Dan Pohl
1959,Tim,Poland,Tim Poland,Tim Poland
1960,Don,Pooley,Don Pooley,Don Pooley
1961,Steve,Porter,Steve Porter,Steve Porter
1962,Johnny,Pott,Johnny Pott,Johnny Pott
1963,Jimmy,Powell,Jimmy Powell,Jimmy Powell
1964,Greg,Powers,Greg Powers,Greg Powers
1965,Mike,Preston,Mike Preston,Mike Preston
1966,Anthony,Price,Anthony Price,Anthony Price
1967,David,Price,David Price,David Price
1968,Nick,Price,Nick Price,Nick Price
1969,Tim,Price,Tim Price,Tim Price
1970,Bob,Proben,Bob Proben,Bob Proben
1971,Dillard,Pruitt,Dillard Pruitt,Dillard Pruitt
1972,Al,Pryor,Al Pryor,Al Pryor
1973,Earl,Puckett,Earl Puckett,Earl Puckett
1974,Paul,Purtzer,Paul Purtzer,Paul Purtzer
1975,Tom,Purtzer,Tom Purtzer,Tom Purtzer
1976,Mike,Putnam,Mike Putnam,Mike Putnam
1977,Dana,Quigley,Dana Quigley,Dana Quigley
1978,Fran,Quinn,Fran Quinn,Fran Quinn
1979,Sammy,Rachels,Sammy Rachels,Sammy Rachels
1980,Tony,Radick,Tony Radick,Tony Radick
1981,Ronan,Rafferty,Ronan Rafferty,Ronan Rafferty
1982,Dave,Ragan,Dave Ragan,Dave Ragan
1983,Bob,Ralston,Bob Ralston,Bob Ralston
1984,Sam,Randolph,Sam Randolph,Sam Randolph
1985,Rick,Rasmussen,Rick Rasmussen,Rick Rasmussen
1986,Joey,Rassett,Joey Rassett,Joey Rassett
1987,Jim,Razzeto,Jim Razzeto,Jim Razzeto
1988,Mike,Reasor,Mike Reasor,Mike Reasor
1989,Alex,Redmond,Alex Redmond,Alex Redmond
1990,Paul,Reed,Paul Reed,Paul Reed
1991,Fred,Reeder,Fred Reeder,Fred Reeder
1992,Don,Reese,Don Reese,Don Reese
1993,Dean,Refram,Dean Refram,Dean Refram
1994,Victor,Regalado,Victor Regalado,Victor Regalado
1995,Clyde,Rego,Clyde Rego,Clyde Rego
1996,Mike,Reid,Mike Reid,Mike Reid
1997,Steve,Reid,Steve Reid,Steve Reid
1998,Jack,Renner,Jack Renner,Jack Renner
1999,Larry,Rentz,Larry Rentz,Larry Rentz
2000,Rick,Rhoads,Rick Rhoads,Rick Rhoads
2001,Mike,Rich,Mike Rich,Mike Rich
2002,John,Riegger,John Riegger,John Riegger
2003,Mel,Rifman,Mel Rifman,Mel Rifman
2004,Chris,Rigdon,Chris Rigdon,Chris Rigdon
2005,Jeff,Riley,Jeff Riley,Jeff Riley
